age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datasetType
31,0,1,1,0,4216,0,0,2,7,8,200,2,-1,0,3,0,1
31,1,1,1,0,0,1,0,0,20,5,79,3,-1,0,3,0,1
65,5,2,1,0,427,0,0,0,11,5,1013,1,-1,0,3,1,1
53,1,1,1,0,3,0,0,0,9,9,322,1,-1,0,3,0,1
45,4,1,2,0,-3,0,0,0,20,5,455,2,-1,0,3,0,1
53,4,1,2,0,3,0,0,0,8,5,442,1,-1,0,3,0,1
35,1,1,1,0,111,0,0,0,5,8,18,5,-1,0,3,0,1
25,10,2,1,0,333,0,0,0,17,8,129,1,-1,0,3,0,1
33,1,1,1,0,2084,0,0,0,9,11,500,1,0,0,2,1,1
31,4,2,2,0,790,0,0,0,24,9,75,1,0,0,3,0,1
38,2,1,1,0,262,0,0,0,14,8,363,1,-1,0,3,0,1
45,4,1,1,0,3178,1,0,0,8,8,374,3,-1,0,3,0,1
48,1,1,1,0,322,1,0,0,16,8,477,3,-1,0,3,0,1
38,4,1,1,0,0,1,0,0,13,6,103,1,-1,0,3,0,1
28,4,1,2,0,63,0,0,0,13,1,161,2,-1,0,3,0,1
45,8,1,0,0,2973,0,0,2,20,6,95,2,-1,0,3,0,1
36,4,0,2,0,2468,0,0,0,15,3,97,2,-1,0,3,1,1
46,9,1,1,0,0,1,0,0,27,5,267,5,-1,0,3,0,1
36,4,1,2,0,2785,1,0,0,5,9,266,2,78,0,3,0,1
45,1,1,1,0,477,1,0,0,12,8,221,3,-1,0,3,0,1
33,1,1,1,0,322,1,0,0,23,8,9,4,-1,0,3,0,1
34,7,2,1,0,1531,1,0,0,16,7,156,1,143,6,1,0,1
36,1,1,1,0,-400,1,0,0,18,8,43,1,-1,0,3,0,1
43,2,1,1,0,244,1,0,0,13,8,125,3,-1,0,3,0,1
29,8,2,1,0,3771,0,0,0,20,0,273,1,-1,0,3,1,1
30,9,2,1,0,223,0,0,0,26,0,270,1,-1,0,3,1,1
35,1,1,0,0,49,1,0,0,16,8,90,1,370,1,0,0,1
41,0,1,1,0,0,0,0,0,4,5,42,1,-1,0,3,0,1
46,8,1,1,0,7381,1,0,0,17,9,462,1,-1,0,3,0,1
41,9,1,1,0,1283,1,0,0,10,5,454,1,-1,0,3,0,1
47,9,0,1,0,443,0,0,0,17,8,141,2,-1,0,3,0,1
39,1,2,0,0,-181,1,0,0,14,8,21,7,-1,0,3,0,1
27,4,2,2,0,1173,0,0,0,20,8,116,1,-1,0,3,0,1
30,4,1,2,0,1,0,0,0,17,8,103,1,80,1,0,0,1
26,7,1,1,0,208,1,0,0,21,8,318,1,-1,0,3,0,1
53,4,1,1,0,0,0,0,0,30,5,36,3,-1,0,3,0,1
42,1,1,1,0,1,1,0,0,29,8,782,2,-1,0,3,0,1
35,1,1,1,0,1830,0,0,0,15,3,187,1,68,8,3,0,1
38,1,1,1,0,3339,0,0,2,18,6,310,1,-1,0,3,0,1
42,0,1,1,0,102,1,0,0,13,5,64,2,-1,0,3,0,1
40,4,2,2,0,756,0,0,0,28,11,163,1,96,1,0,1,1
39,1,2,2,0,917,1,0,2,21,8,264,1,-1,0,3,0,1
45,1,1,1,0,783,0,0,2,4,6,33,1,-1,0,3,0,1
43,9,1,1,0,0,0,0,0,19,1,146,8,-1,0,3,0,1
42,9,0,1,0,1095,1,0,0,15,8,953,2,320,4,1,1,1
36,8,1,1,0,3242,1,0,0,21,5,234,1,-1,0,3,0,1
31,10,2,1,0,747,0,0,0,8,4,1604,1,171,2,3,1,1
46,10,1,1,0,704,1,1,0,18,6,102,4,-1,0,3,0,1
65,5,1,2,0,654,0,0,0,20,8,363,2,-1,0,3,1,1
37,1,1,0,0,867,0,0,0,20,9,452,1,4,0,1,0,1
30,4,1,2,0,16,0,0,0,22,1,117,9,-1,0,3,0,1
45,9,1,2,0,8094,1,0,0,18,8,134,1,107,3,0,0,1
46,5,2,1,0,714,0,0,0,28,0,168,1,98,1,0,1,1
43,4,0,2,0,514,1,0,0,10,8,61,1,322,3,0,0,1
41,4,0,1,0,1062,1,0,0,12,8,937,2,353,4,1,1,1
47,1,1,1,0,5316,1,0,0,16,8,308,1,-1,0,3,0,1
34,9,1,2,0,57,1,0,0,21,5,208,2,-1,0,3,0,1
49,0,1,0,0,341,1,0,0,19,8,669,3,340,2,2,1,1
40,0,1,2,0,633,0,0,0,23,5,217,6,-1,0,3,0,1
36,9,0,1,0,2,1,0,0,15,8,180,1,-1,0,3,0,1
31,9,1,1,0,129,1,0,2,14,8,345,1,-1,0,3,0,1
35,9,2,1,0,-14,0,0,0,18,1,585,1,-1,0,3,1,1
45,8,1,0,0,12,0,0,0,17,9,230,1,110,2,1,0,1
32,0,1,1,0,7,1,0,0,11,0,388,3,-1,0,3,1,1
39,7,1,1,0,250,1,0,2,13,8,968,2,-1,0,3,1,1
56,1,1,0,0,0,0,0,0,18,1,188,3,-1,0,3,0,1
43,4,1,2,0,1930,0,0,0,8,8,482,2,314,3,0,0,1
43,0,2,1,0,3643,0,0,0,17,5,293,2,181,2,0,1,1
66,1,1,2,0,4417,0,0,2,10,9,103,1,-1,0,3,0,1
58,5,1,1,0,3731,0,0,0,21,9,195,1,187,8,2,1,1
26,4,2,2,0,160,0,0,0,10,5,94,1,-1,0,3,1,1
52,10,1,2,0,255,0,0,0,10,5,374,3,-1,0,3,0,1
25,0,1,1,0,75,1,0,0,21,4,238,1,-1,0,3,0,1
25,1,2,1,0,121,1,0,2,14,8,50,1,-1,0,3,0,1
53,5,1,1,0,0,1,0,2,29,8,115,1,-1,0,3,0,1
42,1,2,0,0,0,1,0,0,26,8,263,4,-1,0,3,0,1
40,0,1,1,0,917,1,0,2,19,8,228,5,-1,0,3,0,1
49,5,1,0,0,196,0,0,0,16,5,243,1,-1,0,3,0,1
33,4,2,1,0,164,0,0,0,18,5,169,1,-1,0,3,1,1
55,4,1,2,0,0,0,0,0,11,1,74,4,-1,0,3,0,1
34,4,1,1,0,1769,1,0,2,14,8,158,3,-1,0,3,0,1
33,9,2,1,0,105,0,0,0,27,8,249,2,-1,0,3,0,1
42,9,1,1,0,-703,1,0,0,9,5,180,1,18,0,3,0,1
44,1,2,1,0,540,0,0,2,11,8,1171,3,-1,0,3,1,1
31,6,1,1,0,470,1,0,0,3,8,102,1,-1,0,3,0,1
68,5,1,1,0,8451,0,0,1,12,4,278,1,162,1,2,1,1
37,4,1,1,0,1311,1,0,0,10,8,97,1,-1,0,3,0,1
36,1,2,0,0,407,0,0,0,23,8,438,3,-1,0,3,0,1
36,1,1,1,0,339,1,0,0,12,8,340,1,180,1,1,0,1
57,4,1,2,0,330,0,0,0,27,1,81,3,-1,0,3,0,1
29,3,1,0,0,67,0,0,0,20,1,679,2,97,1,3,1,1
28,9,1,1,0,422,1,0,0,7,8,49,1,344,1,0,0,1
45,9,1,1,0,-96,1,0,2,9,6,99,1,-1,0,3,0,1
45,7,0,2,0,14,1,0,0,16,9,141,1,-1,0,3,0,1
27,5,1,2,0,686,1,0,0,18,0,339,1,-1,0,3,1,1
35,9,1,1,0,-403,1,0,0,13,8,254,2,-1,0,3,0,1
33,0,1,1,0,749,1,0,2,14,8,107,4,-1,0,3,0,1
29,9,0,1,0,-324,1,0,2,9,8,550,5,-1,0,3,0,1
32,1,2,1,0,332,1,0,0,26,3,383,2,-1,0,3,0,1
27,0,1,1,0,213,0,0,0,24,7,374,1,-1,0,3,1,1
34,4,1,1,0,688,0,0,0,6,1,178,1,-1,0,3,0,1
50,5,1,1,0,169,1,0,0,13,8,80,3,-1,0,3,0,1
40,9,1,1,0,63,0,0,0,10,5,210,1,-1,0,3,0,1
54,4,2,2,0,22048,0,0,0,10,11,393,1,-1,0,3,1,1
34,9,2,1,0,44,0,0,0,26,1,137,4,-1,0,3,0,1
54,0,1,1,0,4636,0,0,0,12,4,243,1,37,1,3,1,1
30,4,1,1,0,797,1,0,0,19,0,706,3,-1,0,3,0,1
30,4,1,1,0,329,1,0,0,23,5,1410,2,-1,0,3,1,1
33,9,1,0,0,804,0,0,1,8,8,265,1,-1,0,3,0,1
32,9,2,2,0,2127,1,0,0,15,6,389,1,-1,0,3,0,1
44,4,1,2,0,1715,1,0,0,19,8,108,1,-1,0,3,0,1
58,0,2,2,0,388,0,0,0,3,0,584,1,-1,0,3,1,1
32,1,1,1,0,636,0,0,2,22,8,248,3,-1,0,3,0,1
59,5,0,1,0,1479,0,0,0,9,6,502,1,-1,0,3,1,1
48,9,1,1,0,70,0,0,0,9,1,500,1,159,11,2,1,1
34,4,1,2,0,2931,0,0,0,13,1,516,1,-1,0,3,1,1
35,6,1,2,0,2617,1,0,0,18,6,62,2,-1,0,3,0,1
51,1,1,1,0,5715,1,0,0,23,1,443,1,-1,0,3,0,1
40,0,1,1,0,0,1,0,0,26,8,765,1,71,3,3,0,1
43,4,1,2,0,26425,0,0,0,11,6,84,1,-1,0,3,0,1
28,0,2,1,0,27,1,0,0,8,8,227,1,-1,0,3,0,1
32,1,1,1,0,3546,0,1,0,4,8,79,1,-1,0,3,0,1
30,9,1,1,0,9,1,0,0,18,8,96,2,-1,0,3,0,1
33,1,1,1,0,-399,1,0,0,2,5,179,1,-1,0,3,0,1
40,1,1,1,0,3093,1,0,0,23,1,207,6,-1,0,3,0,1
35,1,1,1,0,34,1,0,0,8,0,472,3,329,1,1,1,1
33,9,2,1,0,0,0,0,0,4,5,70,1,-1,0,3,0,1
54,1,1,1,0,1775,1,0,2,5,8,868,3,-1,0,3,0,1
35,9,1,1,0,5,0,0,0,29,1,245,1,-1,0,3,0,1
34,5,1,2,0,-303,1,0,0,23,5,129,2,-1,0,3,0,1
28,9,2,1,0,184,1,0,0,21,8,138,1,-1,0,3,0,1
48,1,1,1,0,437,1,0,0,11,8,88,1,-1,0,3,0,1
54,1,1,1,0,2,1,0,0,9,8,338,1,366,1,0,0,1
66,0,1,1,0,3765,0,0,0,19,8,219,1,185,5,2,1,1
24,1,1,1,0,366,1,0,2,15,8,233,2,-1,0,3,0,1
46,2,1,0,0,1258,0,0,2,18,8,180,1,-1,0,3,0,1
55,4,2,2,0,2938,0,0,0,19,1,935,8,-1,0,3,1,1
42,1,1,1,0,1337,1,0,0,15,9,228,3,-1,0,3,0,1
54,10,1,1,0,3407,0,0,0,22,9,210,1,-1,0,3,1,1
43,1,1,2,0,3191,1,0,0,20,9,705,1,67,0,0,0,1
43,9,2,2,0,3269,0,0,0,20,9,664,1,107,1,3,0,1
42,9,0,1,0,194,1,0,0,11,8,148,2,-1,0,3,0,1
30,9,2,1,0,468,1,0,0,19,1,105,2,-1,0,3,0,1
45,1,1,1,0,-195,1,0,2,21,8,235,3,-1,0,3,0,1
26,0,0,1,0,76,1,0,0,4,8,236,1,-1,0,3,0,1
51,4,1,1,0,1703,1,0,0,12,7,391,1,307,7,0,1,1
34,1,1,1,0,5045,0,0,0,19,9,207,5,-1,0,3,0,1
29,9,1,1,0,441,1,0,0,16,5,130,3,-1,0,3,0,1
44,7,1,1,0,1422,1,0,2,15,8,220,2,-1,0,3,0,1
47,5,1,2,0,9300,0,0,1,8,6,705,3,-1,0,3,1,1
26,10,1,0,0,1063,0,0,2,29,8,113,1,-1,0,3,0,1
28,9,1,1,0,189,0,0,0,31,1,68,1,-1,0,3,0,1
34,1,2,1,0,171,1,0,0,6,8,185,1,300,1,0,0,1
38,7,1,1,0,11308,0,0,0,25,9,181,1,-1,0,3,0,1
59,0,0,1,0,2,1,0,0,11,10,227,2,-1,0,3,1,1
71,0,2,1,0,3762,0,0,0,16,8,186,1,182,3,2,1,1
42,5,0,1,0,1436,0,0,0,15,6,488,1,-1,0,3,1,1
43,9,2,1,0,4737,1,0,0,21,8,723,5,-1,0,3,1,1
47,4,2,1,0,551,0,0,0,26,8,119,6,-1,0,3,0,1
32,0,1,2,0,5531,0,0,0,22,0,314,1,174,0,3,1,1
48,0,1,1,0,4610,0,0,0,21,8,266,1,57,0,3,1,1
42,4,1,0,0,780,1,0,1,7,8,284,2,-1,0,3,0,1
43,0,1,0,0,1240,0,0,0,12,6,295,2,-1,0,3,0,1
42,4,1,2,0,0,1,0,0,7,9,209,2,-1,0,3,0,1
37,4,1,1,0,424,1,0,0,6,9,16,4,177,2,0,0,1
47,1,1,1,0,3232,1,0,0,20,5,207,2,-1,0,3,0,1
32,4,1,3,0,5118,1,0,0,13,1,30,2,-1,0,3,0,1
35,9,1,1,0,1515,1,0,0,15,1,249,3,-1,0,3,0,1
41,1,1,1,0,-505,1,0,0,21,5,519,3,-1,0,3,0,1
39,4,1,2,0,9088,1,0,0,7,9,148,1,-1,0,3,0,1
58,9,1,1,0,2710,1,0,2,13,5,133,1,10,0,3,0,1
30,4,1,2,0,0,1,0,0,23,8,208,1,-1,0,3,0,1
40,1,1,2,0,2985,1,0,2,17,6,97,2,-1,0,3,0,1
28,9,2,2,0,457,1,0,0,13,1,80,10,-1,0,3,0,1
30,0,1,1,0,1,1,0,0,10,5,112,1,-1,0,3,0,1
35,4,1,1,0,1217,0,0,0,11,0,314,3,179,3,2,1,1
47,9,1,1,0,98,1,0,2,27,8,345,1,-1,0,3,0,1
35,1,1,1,0,1927,1,0,0,13,5,721,2,-1,0,3,1,1
39,4,1,2,0,5035,0,0,0,17,0,273,1,-1,0,3,1,1
33,7,1,1,0,4858,0,0,0,17,8,413,1,-1,0,3,0,1
33,9,2,0,0,173,1,0,0,22,8,169,2,-1,0,3,0,1
67,0,1,2,0,4688,0,0,0,10,4,179,2,-1,0,3,1,1
45,9,1,0,0,1500,1,0,0,19,6,1039,1,124,1,3,1,1
44,1,1,1,0,75,1,0,0,13,8,258,2,350,2,0,0,1
43,0,1,1,0,94,1,0,0,29,5,86,2,-1,0,3,0,1
57,4,1,2,0,314,1,0,0,22,1,68,2,-1,0,3,0,1
43,4,0,2,0,10895,0,0,0,8,8,131,1,-1,0,3,0,1
42,9,1,2,0,7206,1,0,0,28,1,382,1,-1,0,3,0,1
62,1,1,0,0,2257,0,0,2,19,8,155,1,-1,0,3,0,1
44,3,2,2,0,3499,0,0,0,12,1,1368,3,-1,0,3,1,1
55,4,2,2,0,370,0,0,0,24,8,809,5,-1,0,3,1,1
47,1,1,1,0,1006,1,0,0,21,8,322,1,24,0,3,0,1
36,1,2,1,0,600,1,0,0,24,8,1413,18,-1,0,3,1,1
39,7,1,1,0,8,1,0,0,14,8,155,1,-1,0,3,0,1
42,4,1,2,0,1014,0,0,0,11,7,161,1,52,3,3,1,1
41,4,1,1,0,293,1,0,0,10,5,100,1,-1,0,3,0,1
51,4,1,1,0,-199,1,0,2,25,8,218,3,-1,0,3,0,1
54,4,2,2,0,1627,1,0,0,4,1,322,1,290,4,0,1,1
37,1,1,0,0,1669,1,0,0,15,8,203,4,-1,0,3,0,1
41,1,1,1,0,442,1,0,0,16,8,400,2,-1,0,3,0,1
36,1,1,1,0,348,1,0,0,14,8,368,1,325,1,1,0,1
40,9,2,1,0,348,1,0,0,6,3,224,1,273,1,0,0,1
36,0,1,2,0,187,0,0,0,24,1,198,3,-1,0,3,0,1
50,5,1,2,0,993,0,0,0,10,3,622,1,187,3,3,1,1
52,11,1,1,0,751,1,0,0,22,0,763,2,-1,0,3,1,1
34,4,1,2,0,-63,1,0,0,15,1,106,2,-1,0,3,0,1
31,9,1,1,0,0,0,0,0,22,1,663,2,-1,0,3,0,1
40,9,1,2,0,1189,0,0,0,10,1,270,2,-1,0,3,1,1
46,4,1,1,0,763,0,0,0,12,6,257,1,-1,0,3,0,1
51,9,0,1,0,203,1,0,0,11,1,139,1,-1,0,3,0,1
39,1,1,0,0,8281,1,0,0,21,8,138,9,-1,0,3,0,1
57,3,1,1,0,152,0,0,2,7,6,1349,1,-1,0,3,0,1
26,0,1,1,0,1217,0,0,0,18,5,373,1,-1,0,3,0,1
30,1,1,1,0,0,1,0,2,8,8,127,1,-1,0,3,0,1
36,1,1,1,0,338,1,0,2,14,8,89,1,-1,0,3,0,1
52,1,1,0,0,-486,1,0,0,30,8,873,2,-1,0,3,1,1
33,4,2,2,0,5164,0,0,0,24,10,227,1,28,0,3,1,1
42,4,1,1,0,2003,0,0,0,11,9,445,1,172,2,2,1,1
43,9,1,1,0,840,1,1,0,11,9,204,2,192,1,0,0,1
32,0,1,0,0,63,1,0,0,14,9,208,1,106,1,1,0,1
51,9,1,1,0,2162,1,0,0,11,9,287,1,-1,0,3,0,1
29,7,1,1,0,63,1,0,2,23,5,555,2,-1,0,3,1,1
60,3,1,0,0,0,0,0,1,29,5,130,3,-1,0,3,0,1
46,1,1,1,0,299,1,0,0,19,0,682,3,330,2,0,1,1
40,5,1,2,0,1057,0,0,0,12,3,568,1,57,0,3,1,1
35,4,2,2,0,5126,0,0,0,24,0,208,3,-1,0,3,1,1
45,4,2,2,0,6269,1,0,0,18,8,250,2,108,1,3,0,1
43,2,1,2,0,1605,1,0,0,4,5,136,1,-1,0,3,0,1
55,4,1,2,0,4165,1,0,0,11,1,386,1,58,6,3,1,1
32,2,2,1,0,0,0,0,0,19,1,663,1,-1,0,3,0,1
32,7,2,2,0,260,0,0,0,3,1,146,1,91,1,3,1,1
46,9,1,2,0,65,0,0,2,8,8,215,2,-1,0,3,0,1
48,1,1,1,0,108,1,0,0,19,8,469,3,69,3,3,1,1
55,1,1,1,0,168,1,0,0,18,8,78,2,-1,0,3,0,1
51,1,1,0,0,1,0,0,0,9,1,70,3,-1,0,3,0,1
55,4,1,1,0,-3,1,0,0,23,3,180,1,239,2,0,0,1
39,0,1,1,0,-172,1,0,0,16,5,238,2,-1,0,3,0,1
34,1,1,1,0,61,1,0,2,8,8,648,2,-1,0,3,0,1
31,4,2,1,0,2551,0,0,0,14,6,255,1,159,2,2,1,1
44,2,1,2,0,17,0,0,0,10,6,79,1,-1,0,3,0,1
45,1,1,2,0,5048,0,0,0,20,9,24,4,127,10,3,0,1
58,6,1,2,0,3938,1,0,2,5,8,49,1,-1,0,3,0,1
41,4,1,1,0,2583,1,0,2,22,8,1150,1,40,0,3,0,1
30,7,2,1,0,2,0,0,0,21,1,189,2,-1,0,3,0,1
43,4,2,1,0,575,0,0,0,8,1,127,2,-1,0,3,0,1
67,5,1,2,0,7776,0,0,0,7,6,348,1,68,1,3,1,1
34,4,2,2,0,1156,0,0,0,24,5,117,2,-1,0,3,0,1
56,4,1,0,0,0,1,0,0,14,8,151,1,-1,0,3,0,1
41,4,1,2,0,7183,0,0,0,27,9,368,2,-1,0,3,0,1
63,9,1,1,0,278,0,0,0,14,1,26,2,-1,0,3,0,1
35,4,1,1,0,1318,1,0,2,7,8,99,1,-1,0,3,0,1
36,5,1,1,0,4092,0,0,0,3,1,290,2,170,4,3,1,1
33,1,1,1,0,630,1,0,0,19,8,419,1,-1,0,3,0,1
46,1,0,2,0,911,0,0,2,16,9,363,4,-1,0,3,0,1
45,9,1,1,0,5172,1,0,0,22,6,75,5,-1,0,3,0,1
31,7,1,1,0,30,1,0,0,18,8,125,1,367,4,0,0,1
48,5,1,1,0,505,0,0,0,22,4,437,1,-1,0,3,1,1
48,9,1,1,0,401,1,0,0,21,1,152,3,-1,0,3,0,1
45,9,1,0,0,7106,0,0,0,17,6,53,1,161,2,3,0,1
34,9,2,1,0,0,0,0,0,25,1,123,4,-1,0,3,0,1
57,9,1,1,0,-41,1,0,0,27,8,195,1,260,2,0,0,1
35,2,2,1,0,32,1,0,0,16,8,1169,1,174,2,3,1,1
44,4,1,0,0,1272,1,0,0,11,5,196,2,-1,0,3,0,1
44,4,1,2,0,1207,0,0,0,11,8,100,1,113,2,3,1,1
45,1,1,1,0,708,0,0,0,17,5,816,1,-1,0,3,1,1
63,0,1,1,0,747,1,0,0,28,9,195,2,57,0,0,0,1
34,4,2,2,0,8,0,0,0,22,0,93,3,0,0,3,1,1
45,1,1,1,0,806,1,0,0,16,9,231,2,180,1,0,0,1
27,1,1,1,0,5557,1,0,0,29,8,415,3,-1,0,3,0,1
29,1,1,2,0,355,1,1,0,2,5,68,3,-1,0,3,0,1
33,4,1,2,0,3114,0,0,0,24,1,435,1,-1,0,3,1,1
31,9,1,1,0,1991,1,0,0,8,5,200,1,78,1,3,0,1
50,3,1,0,0,972,0,0,0,3,5,355,1,-1,0,3,1,1
38,4,2,0,0,1005,0,0,0,21,4,180,1,-1,0,3,0,1
44,4,1,2,0,-571,1,0,0,22,8,147,1,-1,0,3,0,1
46,9,1,0,0,39,0,0,0,27,5,356,3,-1,0,3,0,1
49,5,1,1,0,726,1,0,0,17,0,358,1,-1,0,3,1,1
57,9,1,3,0,342,1,0,0,10,9,38,1,-1,0,3,0,1
40,9,1,2,0,1734,1,0,2,21,6,336,1,-1,0,3,0,1
41,10,2,2,0,218,0,0,0,25,0,606,2,-1,0,3,1,1
55,0,1,1,0,34,0,0,2,21,6,211,2,-1,0,3,0,1
52,5,1,2,0,665,0,0,0,21,0,370,2,-1,0,3,1,1
53,5,1,1,0,733,1,0,0,19,0,363,1,-1,0,3,1,1
38,1,1,1,0,1001,0,0,0,9,1,210,1,-1,0,3,0,1
31,4,2,2,0,1620,1,0,0,19,9,126,1,182,1,0,0,1
24,1,1,1,0,682,1,0,0,16,9,22,1,-1,0,3,0,1
58,0,1,2,0,1,1,0,0,15,10,160,2,377,2,2,1,1
46,4,1,1,0,273,0,0,0,23,5,63,3,-1,0,3,0,1
37,4,1,1,0,687,1,0,0,14,5,366,1,-1,0,3,0,1
36,9,1,1,0,2013,1,0,0,8,5,198,1,36,0,3,0,1
42,9,1,2,0,7729,1,0,0,16,8,278,6,52,0,3,0,1
36,4,1,2,0,2,1,0,0,21,0,132,3,-1,0,3,1,1
23,7,2,1,0,242,1,0,0,10,8,24,1,-1,0,3,0,1
36,7,1,1,0,433,1,0,2,19,8,267,3,-1,0,3,0,1
55,5,2,1,0,347,0,0,0,25,5,1072,4,-1,0,3,1,1
34,1,2,1,0,1012,1,0,0,5,1,136,1,-1,0,3,0,1
31,9,1,1,0,286,1,0,0,7,8,176,1,-1,0,3,0,1
45,4,1,1,0,1416,1,0,2,12,5,55,2,-1,0,3,0,1
43,4,1,1,0,3095,1,0,0,9,8,428,2,-1,0,3,0,1
33,9,1,2,0,0,0,0,0,13,1,115,2,96,1,0,0,1
47,1,1,1,0,-906,1,0,2,15,8,237,2,-1,0,3,0,1
38,4,1,1,0,316,1,0,2,22,8,162,3,-1,0,3,0,1
34,1,1,1,0,1554,1,0,0,16,8,206,1,-1,0,3,0,1
34,9,1,2,0,6750,1,0,0,26,9,208,4,-1,0,3,0,1
34,5,2,2,0,739,0,0,0,27,1,198,2,92,1,0,1,1
45,4,1,2,0,1391,1,0,0,19,8,309,2,-1,0,3,0,1
41,4,1,1,0,561,0,0,0,19,1,127,4,-1,0,3,0,1
75,0,1,1,0,3788,0,0,0,15,9,218,1,181,1,2,1,1
56,4,1,2,0,2360,1,0,0,17,0,35,1,20,0,3,0,1
36,0,1,1,0,2,1,0,0,11,0,638,1,-1,0,3,0,1
35,1,1,1,0,123,1,0,2,8,8,625,4,-1,0,3,1,1
39,4,1,2,0,533,1,0,0,17,9,236,1,150,1,0,0,1
43,1,1,1,0,224,1,0,0,14,8,190,1,348,1,0,0,1
68,4,1,1,0,1157,0,0,0,15,8,202,2,-1,0,3,1,1
74,4,1,2,0,3818,1,0,0,16,9,261,1,193,1,1,1,1
34,6,0,1,0,7,0,0,0,22,0,93,2,-1,0,3,1,1
46,9,1,1,0,186,0,0,0,12,3,236,1,182,2,2,1,1
38,1,1,1,0,123,0,0,0,6,1,365,1,-1,0,3,0,1
34,4,1,1,0,573,0,0,0,9,8,122,1,-1,0,3,0,1
52,4,1,1,0,712,0,0,0,26,4,110,1,160,5,0,0,1
30,9,2,2,0,211,0,0,0,19,5,188,3,-1,0,3,0,1
35,7,1,1,0,121,1,0,0,6,8,128,2,-1,0,3,0,1
53,9,1,1,0,305,0,0,0,27,6,388,2,179,1,0,1,1
37,4,1,2,0,4763,1,0,2,20,5,184,2,-1,0,3,0,1
27,4,1,1,0,3226,1,0,2,16,8,7,1,-1,0,3,0,1
55,4,1,2,0,2766,0,0,0,17,1,237,1,-1,0,3,0,1
36,7,2,1,0,283,1,0,0,27,8,135,1,-1,0,3,0,1
43,4,2,2,0,5356,0,0,0,21,0,209,1,-1,0,3,1,1
31,4,1,2,0,1376,0,0,0,10,1,124,3,-1,0,3,0,1
48,9,2,1,0,2430,0,0,0,4,4,302,1,180,2,2,1,1
25,4,2,2,0,12,0,0,0,20,0,107,2,0,0,3,1,1
63,5,1,2,0,656,1,0,0,18,0,348,2,-1,0,3,1,1
42,9,1,2,0,1159,1,0,0,14,5,168,3,-1,0,3,0,1
66,5,1,1,0,11,1,0,0,6,8,522,1,-1,0,3,0,1
37,1,1,1,0,389,1,0,2,6,8,220,2,-1,0,3,0,1
39,9,1,1,0,1043,1,0,2,17,8,195,9,-1,0,3,0,1
49,9,2,0,0,7321,1,0,0,13,1,171,1,365,1,0,0,1
51,9,1,1,0,112,0,0,0,21,1,471,1,104,5,2,1,1
31,0,1,1,0,402,1,0,0,14,6,114,1,-1,0,3,0,1
31,1,1,2,0,81,1,1,0,11,8,168,1,284,3,0,0,1
48,9,1,1,0,549,0,0,0,3,1,241,2,-1,0,3,0,1
24,4,2,2,0,368,0,0,0,25,1,15,15,-1,0,3,0,1
34,1,1,0,0,320,0,0,0,15,5,220,1,-1,0,3,0,1
55,4,1,1,0,14468,0,0,0,18,9,265,1,-1,0,3,0,1
29,1,2,1,0,14,1,0,2,2,6,380,2,-1,0,3,0,1
31,4,1,2,0,2433,1,0,0,14,11,641,4,-1,0,3,1,1
45,4,1,2,0,1390,1,0,0,19,8,309,2,-1,0,3,0,1
50,1,1,1,0,54,0,0,2,6,8,234,2,-1,0,3,0,1
35,9,2,2,0,2703,1,0,0,22,1,786,1,99,2,3,1,1
43,5,1,2,0,-414,1,0,0,13,9,79,1,278,4,0,0,1
44,1,2,1,0,437,1,0,0,4,0,227,1,254,2,1,0,1
47,4,1,1,0,1807,0,0,0,25,6,245,1,-1,0,3,1,1
34,9,2,1,0,208,1,0,0,8,8,375,2,-1,0,3,0,1
31,9,1,1,0,131,1,0,2,17,8,344,1,-1,0,3,0,1
44,1,1,1,0,283,0,0,0,4,5,264,6,-1,0,3,0,1
63,5,1,1,0,2116,0,0,0,22,9,426,1,180,3,2,1,1
56,4,1,0,0,4092,1,0,0,7,1,378,2,-1,0,1,1,1
44,9,1,1,0,305,1,0,2,12,8,128,2,-1,0,3,0,1
58,7,1,0,0,322,1,0,0,19,8,901,1,169,3,3,1,1
32,4,2,2,0,993,0,0,0,20,6,83,1,-1,0,3,0,1
36,1,1,1,0,417,1,0,0,12,8,68,3,-1,0,3,0,1
52,4,1,1,0,261,1,0,2,18,8,140,4,-1,0,3,0,1
36,9,1,1,0,385,0,0,0,16,1,2008,2,-1,0,3,1,1
28,7,1,1,0,437,0,0,0,7,9,499,1,92,1,3,1,1
31,9,2,1,0,0,0,0,0,25,1,181,2,-1,0,3,0,1
45,0,1,1,0,997,1,0,0,29,6,38,2,-1,0,3,0,1
51,0,1,1,0,654,1,0,0,6,5,397,2,458,1,0,1,1
39,9,1,1,0,809,1,0,0,27,8,74,2,-1,0,3,0,1
27,4,1,2,0,-168,1,1,0,17,8,618,2,308,2,0,1,1
42,1,1,2,0,-26,0,0,2,8,8,304,2,-1,0,3,0,1
40,4,1,0,0,8285,1,0,0,22,8,69,3,-1,0,3,0,1
46,9,1,2,0,5993,1,0,0,22,9,340,1,-1,0,3,0,1
36,9,0,1,0,-131,1,0,0,27,5,124,2,-1,0,3,0,1
33,5,1,1,0,478,0,0,0,29,0,474,1,0,0,3,1,1
34,0,2,1,0,251,1,0,2,7,8,253,2,-1,0,3,0,1
