age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
,management,married,secondary,,111.0,no,no,telephone,,mar,,,-1,,unknown,no
34.0,student,,unknown,no,1281.0,,no,,,,279.0,1.0,117,1.0,,no
53.0,services,divorced,,,,yes,no,cellular,28.0,,,2.0,-1,0.0,,no
,management,,,no,2881.0,no,no,cellular,,aug,,,2,5.0,,no
,blue-collar,single,secondary,no,445.0,yes,,cellular,16.0,apr,,,330,2.0,,no
,management,married,,no,643.0,yes,no,cellular,17.0,,74.0,2.0,256,1.0,,no
57.0,housemaid,single,secondary,no,254.0,no,no,,8.0,,,1.0,-1,,,no
40.0,management,married,tertiary,,,,,,15.0,,1259.0,2.0,333,18.0,failure,no
,technician,married,,no,,yes,yes,cellular,21.0,nov,,,116,4.0,failure,no
53.0,technician,divorced,,no,,yes,,,,may,298.0,1.0,-1,0.0,unknown,no
,blue-collar,,secondary,no,-202.0,yes,yes,cellular,,,225.0,4.0,-1,0.0,,no
32.0,technician,single,,no,,yes,no,,,may,80.0,2.0,268,2.0,other,no
34.0,management,married,,no,703.0,yes,no,,,,342.0,1.0,-1,0.0,unknown,yes
46.0,blue-collar,married,secondary,no,,,no,cellular,,jul,,3.0,-1,0.0,unknown,no
45.0,services,,secondary,,88.0,,yes,cellular,,jul,332.0,1.0,-1,0.0,unknown,no
51.0,admin.,,,no,16.0,,no,,,jan,,1.0,-1,0.0,unknown,no
31.0,management,,secondary,no,466.0,yes,,cellular,,may,,,-1,0.0,unknown,no
,technician,married,secondary,no,-75.0,yes,,cellular,4.0,feb,57.0,1.0,247,1.0,,no
32.0,blue-collar,married,,no,,no,,,12.0,,121.0,1.0,-1,0.0,unknown,no
,technician,married,,,,yes,,,,may,56.0,1.0,-1,0.0,,no
,services,single,,no,,,no,unknown,,jul,,1.0,-1,0.0,unknown,no
,blue-collar,,primary,no,1209.0,,no,,29.0,,,,-1,,,no
27.0,services,married,,,,yes,,cellular,,,113.0,1.0,337,2.0,other,no
50.0,management,married,,,,,no,cellular,20.0,nov,22.0,5.0,-1,0.0,unknown,no
31.0,management,single,tertiary,no,,,no,,,,,2.0,271,1.0,,no
40.0,self-employed,married,tertiary,,13669.0,no,,cellular,15.0,oct,,1.0,136,,other,no
43.0,management,,tertiary,,1429.0,yes,no,,19.0,nov,1015.0,1.0,198,2.0,other,yes
39.0,technician,married,tertiary,no,794.0,no,,telephone,2.0,feb,182.0,,-1,0.0,,no
,entrepreneur,,,,,no,no,,4.0,feb,112.0,,-1,0.0,unknown,no
48.0,technician,,secondary,no,,yes,,,10.0,,,,-1,0.0,unknown,no
,blue-collar,single,,no,882.0,no,yes,cellular,29.0,jul,,,-1,,unknown,no
,unemployed,,primary,no,,,no,telephone,,jan,,1.0,241,1.0,other,no
35.0,management,single,,no,714.0,,no,cellular,26.0,aug,,,-1,0.0,unknown,no
,management,single,tertiary,,,,no,cellular,7.0,sep,99.0,,-1,0.0,unknown,no
47.0,blue-collar,,secondary,,,,,unknown,5.0,jun,761.0,,-1,,unknown,yes
59.0,retired,married,secondary,no,163.0,no,,,24.0,jul,,1.0,-1,,,no
,admin.,,,no,3190.0,,,unknown,20.0,jun,20.0,,-1,0.0,unknown,no
50.0,unemployed,married,secondary,,1772.0,no,no,cellular,29.0,jul,206.0,4.0,-1,,unknown,no
27.0,services,single,secondary,no,,no,no,cellular,8.0,jul,283.0,2.0,-1,,unknown,no
,housemaid,married,primary,no,,no,,unknown,,,,1.0,-1,0.0,unknown,no
39.0,services,single,secondary,no,7066.0,yes,,cellular,15.0,,667.0,3.0,357,3.0,other,yes
31.0,technician,single,,no,454.0,no,no,cellular,,,73.0,,-1,,unknown,no
37.0,entrepreneur,married,tertiary,no,,,no,unknown,,may,,2.0,-1,,unknown,no
28.0,technician,,,yes,-298.0,,,unknown,3.0,,,7.0,-1,,,no
,technician,married,secondary,no,439.0,,,,20.0,aug,,2.0,-1,0.0,unknown,no
,services,,secondary,,1927.0,,no,,,may,62.0,1.0,-1,0.0,,no
59.0,management,single,,no,,,yes,cellular,29.0,,219.0,2.0,259,,failure,no
40.0,services,single,secondary,,65.0,yes,,,15.0,may,15.0,3.0,-1,0.0,,no
43.0,technician,,,no,,,no,,16.0,,,1.0,-1,,,no
38.0,technician,,,,4366.0,yes,no,,,,188.0,2.0,-1,0.0,unknown,no
54.0,retired,married,primary,no,0.0,yes,no,cellular,11.0,jul,159.0,2.0,-1,,unknown,no
41.0,blue-collar,,,no,4900.0,,no,telephone,,jul,,2.0,-1,,unknown,no
55.0,housemaid,,primary,,976.0,,no,cellular,28.0,jun,345.0,1.0,94,3.0,,yes
33.0,management,married,,no,148.0,no,no,,,may,717.0,1.0,-1,0.0,unknown,no
,blue-collar,married,,no,5.0,no,no,cellular,18.0,aug,71.0,3.0,-1,0.0,,no
36.0,management,married,secondary,no,-148.0,,no,cellular,18.0,nov,,2.0,-1,0.0,unknown,no
,technician,divorced,tertiary,,,no,,cellular,22.0,,,1.0,-1,0.0,,no
42.0,management,married,,,-105.0,yes,,cellular,28.0,aug,60.0,2.0,-1,0.0,unknown,no
,management,divorced,tertiary,no,624.0,,no,cellular,,sep,336.0,2.0,183,2.0,success,yes
49.0,technician,married,,yes,-1680.0,yes,yes,,,jun,92.0,,-1,0.0,unknown,no
36.0,blue-collar,married,,no,-461.0,,no,cellular,11.0,may,254.0,2.0,353,1.0,failure,no
34.0,technician,single,tertiary,,,yes,,,,,104.0,1.0,85,19.0,,no
51.0,entrepreneur,divorced,tertiary,,4.0,yes,,cellular,20.0,,74.0,5.0,-1,0.0,unknown,no
58.0,blue-collar,married,primary,,309.0,no,,,19.0,,,2.0,-1,0.0,,no
48.0,management,,,,866.0,no,,cellular,,jan,146.0,2.0,-1,0.0,unknown,no
41.0,admin.,,,no,1020.0,yes,,unknown,19.0,may,882.0,1.0,-1,0.0,,yes
49.0,self-employed,,,no,489.0,yes,,unknown,27.0,,,,-1,,,no
43.0,management,,,,,,no,unknown,,,114.0,2.0,-1,0.0,unknown,no
32.0,blue-collar,,secondary,no,,no,yes,unknown,,,957.0,3.0,-1,0.0,unknown,no
54.0,retired,married,secondary,,3671.0,no,,unknown,11.0,,,,-1,0.0,unknown,no
,blue-collar,,primary,,,,no,cellular,9.0,jul,,11.0,-1,0.0,unknown,no
35.0,technician,married,,no,141.0,yes,no,cellular,,aug,,,-1,0.0,,no
56.0,technician,,secondary,no,150.0,,yes,,,,,6.0,349,1.0,failure,no
,technician,married,secondary,,,,,unknown,,,225.0,1.0,-1,,,no
31.0,housemaid,single,,no,,,no,cellular,21.0,,654.0,,-1,0.0,unknown,yes
33.0,technician,,secondary,,,yes,no,cellular,,may,234.0,2.0,-1,0.0,unknown,no
,technician,single,tertiary,no,2485.0,no,no,telephone,,jul,48.0,6.0,-1,0.0,,no
38.0,management,single,tertiary,no,,yes,no,cellular,13.0,may,167.0,,174,7.0,other,no
37.0,admin.,married,secondary,no,11303.0,,no,,,,,,-1,0.0,,no
33.0,entrepreneur,,tertiary,no,595.0,,no,,7.0,,22.0,2.0,-1,0.0,,no
,management,,tertiary,no,,,no,cellular,19.0,nov,258.0,,-1,,,no
31.0,self-employed,single,secondary,,203.0,no,,cellular,19.0,nov,177.0,1.0,-1,0.0,,no
28.0,technician,,tertiary,,,,yes,unknown,,may,,2.0,-1,,unknown,no
26.0,admin.,single,secondary,,255.0,no,no,cellular,30.0,,,1.0,80,1.0,,yes
31.0,technician,single,secondary,no,,yes,,,17.0,apr,460.0,2.0,345,2.0,,no
50.0,housemaid,,,,,yes,no,cellular,,jul,184.0,,-1,0.0,unknown,no
,entrepreneur,married,primary,no,58.0,yes,,,13.0,may,119.0,,371,3.0,failure,no
,management,married,primary,no,606.0,no,no,cellular,5.0,mar,77.0,6.0,-1,0.0,unknown,no
41.0,technician,married,,no,,no,yes,cellular,,jul,107.0,1.0,-1,,unknown,no
60.0,technician,,primary,,65.0,,no,,9.0,may,1028.0,,-1,0.0,unknown,yes
41.0,blue-collar,married,secondary,,,,,unknown,14.0,may,87.0,1.0,-1,0.0,,no
43.0,blue-collar,married,primary,,757.0,yes,,,9.0,may,315.0,,-1,0.0,unknown,no
,management,married,tertiary,,,yes,yes,cellular,,nov,107.0,,-1,0.0,,no
,blue-collar,married,primary,,1206.0,no,yes,,16.0,jul,,5.0,-1,,unknown,no
28.0,management,single,,no,882.0,no,,,29.0,jan,,,205,2.0,failure,no
27.0,student,,tertiary,,,,,,12.0,nov,192.0,2.0,92,2.0,failure,yes
49.0,management,single,,no,61.0,yes,no,cellular,29.0,jan,185.0,2.0,246,1.0,,no
,technician,married,tertiary,no,0.0,yes,no,,17.0,nov,,1.0,-1,0.0,unknown,no
31.0,blue-collar,,,no,1407.0,yes,no,cellular,6.0,may,,3.0,-1,0.0,unknown,no
31.0,technician,single,secondary,yes,25.0,,no,cellular,2.0,feb,,1.0,-1,,unknown,no
,blue-collar,married,,no,,,,cellular,,nov,,2.0,-1,,unknown,no
,blue-collar,,primary,no,793.0,,no,,17.0,apr,106.0,,-1,0.0,,no
,blue-collar,divorced,unknown,no,,,,unknown,,may,117.0,1.0,-1,0.0,,no
33.0,technician,single,secondary,,,no,no,,7.0,aug,67.0,3.0,-1,0.0,unknown,no
30.0,technician,single,tertiary,,3.0,yes,no,cellular,,may,,2.0,169,2.0,failure,no
58.0,technician,single,secondary,no,,,yes,cellular,,,,2.0,-1,,unknown,no
34.0,admin.,married,tertiary,,35.0,,,,15.0,,76.0,,69,2.0,failure,no
,management,married,tertiary,no,,,no,cellular,21.0,aug,,,-1,,unknown,no
28.0,services,single,secondary,no,198.0,,no,cellular,,jul,128.0,2.0,-1,,unknown,yes
,blue-collar,married,,no,99.0,yes,no,,17.0,apr,,2.0,322,,,no
40.0,management,,tertiary,no,,no,no,unknown,16.0,jun,172.0,6.0,-1,,unknown,no
30.0,services,single,secondary,no,,no,,cellular,,,142.0,2.0,-1,,,no
34.0,entrepreneur,,,no,-139.0,yes,yes,unknown,,may,,2.0,-1,,unknown,no
,blue-collar,,,no,952.0,,yes,unknown,12.0,,,1.0,-1,0.0,unknown,no
59.0,retired,,primary,no,1427.0,no,no,,18.0,,,,-1,0.0,,no
43.0,technician,,tertiary,no,1017.0,,,unknown,19.0,,257.0,2.0,-1,,,no
41.0,management,married,,no,-29.0,,,,,,41.0,2.0,266,2.0,failure,no
33.0,technician,,secondary,,9.0,,,cellular,21.0,aug,,,-1,,,no
,management,married,,,4040.0,yes,no,cellular,,apr,,2.0,-1,0.0,,no
36.0,blue-collar,married,,,13.0,,no,unknown,3.0,,284.0,1.0,-1,,,no
32.0,self-employed,single,secondary,no,1259.0,no,,,25.0,jul,184.0,2.0,-1,,,no
25.0,admin.,,,,18.0,yes,no,cellular,,,,,-1,0.0,unknown,no
,blue-collar,married,,no,,yes,no,unknown,12.0,,,3.0,-1,,unknown,no
38.0,technician,single,,,221.0,no,,cellular,20.0,aug,,,-1,,,no
,management,married,tertiary,,,yes,no,cellular,22.0,apr,156.0,,-1,,unknown,no
67.0,blue-collar,married,secondary,no,16353.0,no,no,cellular,27.0,oct,223.0,2.0,-1,0.0,unknown,no
32.0,blue-collar,,,,,,no,unknown,,may,198.0,,-1,0.0,unknown,no
45.0,housemaid,,primary,no,7353.0,no,no,cellular,13.0,aug,536.0,2.0,-1,0.0,unknown,no
,blue-collar,married,primary,no,,yes,,,21.0,,,2.0,-1,0.0,,no
38.0,admin.,,,no,3913.0,,,cellular,20.0,apr,196.0,2.0,315,2.0,failure,no
,technician,divorced,secondary,,,yes,,unknown,12.0,may,298.0,2.0,-1,0.0,,no
54.0,retired,divorced,,no,6102.0,yes,,,,,,6.0,-1,,unknown,no
,admin.,divorced,,no,,,,unknown,8.0,,186.0,1.0,-1,0.0,unknown,no
42.0,blue-collar,married,,no,-119.0,yes,no,cellular,22.0,jul,167.0,3.0,-1,,unknown,no
,admin.,,secondary,no,,yes,,cellular,22.0,,,12.0,-1,0.0,,no
39.0,management,divorced,tertiary,,3575.0,no,yes,cellular,18.0,aug,,3.0,-1,,unknown,no
38.0,blue-collar,married,secondary,no,361.0,yes,no,unknown,11.0,jun,601.0,1.0,-1,0.0,unknown,no
,management,married,secondary,no,1072.0,,no,unknown,27.0,may,1168.0,2.0,-1,,,no
46.0,blue-collar,married,primary,no,2904.0,,no,,20.0,apr,277.0,2.0,-1,,,no
,entrepreneur,,tertiary,no,1790.0,no,yes,cellular,6.0,feb,748.0,3.0,-1,,unknown,no
,blue-collar,married,secondary,,86.0,yes,,,19.0,,364.0,1.0,-1,0.0,unknown,no
,technician,,secondary,,1633.0,yes,no,,19.0,may,229.0,,-1,0.0,,no
,management,married,tertiary,no,8312.0,no,no,,29.0,aug,43.0,13.0,-1,0.0,unknown,no
34.0,blue-collar,divorced,,no,,no,no,cellular,,jun,177.0,1.0,-1,0.0,,yes
,management,married,tertiary,no,,,no,,,aug,,1.0,99,2.0,success,yes
36.0,management,married,tertiary,,222.0,yes,no,cellular,6.0,may,,,169,2.0,failure,no
40.0,technician,married,secondary,no,109.0,no,,unknown,20.0,,402.0,22.0,-1,0.0,,no
40.0,blue-collar,married,secondary,,1451.0,no,,cellular,1.0,,,1.0,-1,0.0,unknown,yes
41.0,technician,married,,no,,no,,cellular,,,109.0,,-1,0.0,unknown,yes
,management,,tertiary,,,,no,cellular,25.0,aug,56.0,,-1,,unknown,no
,services,single,,,888.0,,no,unknown,12.0,,169.0,2.0,-1,0.0,unknown,no
,blue-collar,single,unknown,no,,,no,cellular,,may,,,-1,0.0,unknown,no
33.0,management,divorced,,,,,no,,,aug,,3.0,-1,0.0,unknown,no
44.0,technician,,secondary,no,0.0,no,no,,12.0,aug,,2.0,-1,,,no
55.0,management,married,,no,,,,,8.0,jul,123.0,1.0,-1,,unknown,no
,admin.,married,secondary,,2662.0,,no,,28.0,jan,,,-1,0.0,unknown,no
34.0,management,single,tertiary,no,,,no,cellular,5.0,feb,231.0,,-1,0.0,unknown,no
,retired,,,,5920.0,,,cellular,,,255.0,,-1,0.0,unknown,no
,management,single,tertiary,no,816.0,yes,,cellular,,aug,37.0,,-1,,unknown,no
27.0,unemployed,single,,no,3276.0,,no,cellular,,aug,,1.0,110,,other,no
,management,,unknown,,2.0,yes,,unknown,19.0,may,,1.0,-1,,unknown,no
35.0,technician,single,,no,,no,no,unknown,2.0,,134.0,2.0,-1,0.0,unknown,no
,technician,,tertiary,no,3315.0,yes,,,,,820.0,,-1,,unknown,no
52.0,technician,,secondary,no,196.0,yes,,,24.0,,116.0,,273,,,no
41.0,blue-collar,married,,no,552.0,,,,12.0,may,463.0,,-1,0.0,,no
52.0,admin.,married,secondary,no,,,yes,,,aug,603.0,,-1,,,no
,blue-collar,,,no,3723.0,,,unknown,27.0,,,,-1,,unknown,no
53.0,management,divorced,primary,no,,,no,cellular,19.0,nov,,1.0,-1,,,no
,management,,,no,,no,,cellular,,,421.0,2.0,-1,,,yes
47.0,self-employed,married,,no,0.0,no,no,,,jun,174.0,8.0,-1,,unknown,no
35.0,blue-collar,,secondary,no,,yes,,cellular,30.0,jan,144.0,,266,2.0,failure,no
33.0,management,single,tertiary,no,1909.0,no,no,,8.0,aug,,,-1,0.0,,no
,blue-collar,,,,3873.0,no,no,,,,,1.0,-1,0.0,unknown,no
58.0,self-employed,,,,1013.0,yes,no,cellular,11.0,aug,206.0,1.0,461,,failure,yes
,admin.,married,secondary,no,262.0,yes,no,cellular,9.0,,74.0,,-1,0.0,unknown,no
25.0,services,single,secondary,no,3217.0,yes,no,unknown,28.0,,,,-1,0.0,,no
,technician,single,secondary,,,yes,no,cellular,6.0,,,11.0,351,1.0,,no
41.0,blue-collar,,primary,no,2067.0,yes,,cellular,15.0,,,7.0,-1,0.0,unknown,no
,blue-collar,single,secondary,no,215.0,no,no,cellular,3.0,mar,,,-1,,unknown,yes
,services,divorced,secondary,no,,,,unknown,,jun,250.0,3.0,-1,0.0,unknown,no
,self-employed,,tertiary,no,,no,no,cellular,,,86.0,4.0,-1,0.0,unknown,no
,entrepreneur,divorced,,no,262.0,,no,,20.0,nov,371.0,1.0,-1,,unknown,no
,blue-collar,,primary,no,3021.0,,,,9.0,,,2.0,-1,0.0,unknown,no
43.0,management,,,no,388.0,yes,no,unknown,8.0,may,2087.0,,-1,0.0,unknown,yes
28.0,blue-collar,single,secondary,no,,yes,no,cellular,15.0,may,22.0,,-1,,unknown,no
,blue-collar,,secondary,no,1291.0,yes,,unknown,,,,,-1,,unknown,no
,technician,divorced,secondary,,79.0,,,,,,,,-1,0.0,unknown,no
59.0,self-employed,,tertiary,no,,,,,,,,4.0,94,,,yes
,blue-collar,divorced,,,543.0,,,,17.0,jul,264.0,3.0,-1,,unknown,no
,management,,,no,,yes,no,unknown,9.0,,,,-1,0.0,unknown,no
32.0,blue-collar,single,,no,,no,,,28.0,,95.0,,-1,,unknown,no
42.0,management,single,tertiary,no,525.0,no,,,13.0,aug,,2.0,-1,0.0,unknown,no
52.0,retired,divorced,primary,no,,no,no,cellular,,,,4.0,-1,0.0,unknown,no
,management,married,tertiary,no,964.0,yes,,cellular,,apr,174.0,1.0,-1,0.0,unknown,no
,admin.,married,,,,,,cellular,,apr,,1.0,-1,0.0,unknown,yes
39.0,blue-collar,married,,,879.0,,no,unknown,26.0,may,102.0,2.0,-1,0.0,unknown,no
31.0,admin.,,secondary,no,314.0,yes,no,cellular,17.0,apr,,,-1,0.0,unknown,no
59.0,housemaid,married,,,,no,no,cellular,27.0,aug,76.0,,-1,,unknown,no
38.0,blue-collar,married,,,1370.0,yes,no,cellular,11.0,,472.0,,-1,0.0,unknown,no
58.0,management,,secondary,,37.0,no,no,cellular,,,84.0,11.0,-1,,unknown,no
,management,,,no,673.0,,,cellular,20.0,,271.0,1.0,184,,failure,no
40.0,services,married,,no,,yes,no,,26.0,may,754.0,,-1,0.0,,no
20.0,student,,secondary,,291.0,,,,11.0,may,172.0,5.0,371,,,no
,technician,,secondary,,,yes,yes,cellular,,,375.0,2.0,-1,0.0,unknown,no
31.0,technician,,tertiary,no,438.0,yes,no,cellular,,,130.0,2.0,-1,0.0,unknown,no
,admin.,single,secondary,,,yes,,,,may,303.0,,-1,0.0,unknown,no
34.0,entrepreneur,married,,no,,yes,no,,16.0,may,261.0,1.0,-1,,unknown,no
,blue-collar,married,,no,,,yes,,17.0,,,3.0,-1,0.0,,no
41.0,management,married,tertiary,no,10758.0,,no,,1.0,,288.0,1.0,-1,0.0,,no
40.0,management,married,tertiary,,,,no,,18.0,,219.0,3.0,-1,,,no
,technician,single,secondary,,410.0,,no,,30.0,may,891.0,,-1,0.0,,yes
36.0,management,married,tertiary,no,605.0,yes,no,unknown,,may,204.0,1.0,-1,0.0,unknown,no
,management,,,no,,no,no,unknown,,,19.0,6.0,-1,,unknown,no
,student,single,,no,8494.0,no,no,cellular,,,158.0,2.0,-1,,,no
42.0,entrepreneur,,primary,no,198.0,yes,,unknown,,may,,1.0,-1,0.0,,no
,blue-collar,,secondary,no,841.0,,no,unknown,,may,,1.0,-1,,,no
34.0,management,married,,no,8.0,no,no,cellular,25.0,,169.0,,-1,,unknown,no
,admin.,,secondary,no,470.0,yes,no,cellular,31.0,jul,101.0,4.0,-1,0.0,,no
43.0,retired,,,no,,yes,no,unknown,,may,15.0,13.0,-1,0.0,unknown,no
36.0,blue-collar,married,secondary,,439.0,yes,,,21.0,,,5.0,-1,0.0,unknown,no
,blue-collar,married,secondary,,,yes,no,,14.0,may,,1.0,-1,0.0,,yes
55.0,retired,married,secondary,no,,,no,,17.0,jun,,,-1,0.0,,no
53.0,retired,married,,,,yes,,cellular,22.0,apr,,,-1,0.0,,yes
42.0,technician,,secondary,,994.0,,no,cellular,,aug,,,78,5.0,failure,yes
,admin.,married,secondary,no,5346.0,yes,yes,unknown,21.0,,187.0,,-1,,,yes
,blue-collar,married,,,1243.0,,no,,,may,32.0,,-1,0.0,unknown,no
32.0,admin.,married,,,,,,,,may,138.0,1.0,-1,,unknown,no
36.0,blue-collar,married,secondary,no,2357.0,yes,no,,,,,2.0,-1,,unknown,no
56.0,retired,married,secondary,no,1044.0,no,no,,,jul,,2.0,-1,0.0,unknown,yes
,admin.,,secondary,,,yes,no,unknown,8.0,may,45.0,2.0,-1,0.0,,no
,housemaid,single,secondary,,231.0,no,no,,9.0,jul,76.0,2.0,-1,,unknown,no
31.0,admin.,married,,no,0.0,,yes,unknown,6.0,may,,2.0,-1,0.0,,no
32.0,technician,,secondary,,266.0,,,cellular,19.0,,,,-1,,unknown,no
,management,married,tertiary,no,,,,cellular,30.0,jan,140.0,,2,3.0,,no
49.0,retired,,primary,no,25824.0,,no,unknown,17.0,,94.0,,-1,0.0,,no
,management,,primary,,,,,,17.0,jun,118.0,,-1,,,no
,technician,single,,no,534.0,yes,no,cellular,18.0,may,382.0,,-1,0.0,unknown,no
36.0,admin.,married,,no,,,no,,19.0,nov,111.0,,-1,,unknown,no
38.0,admin.,married,secondary,,1852.0,yes,no,cellular,,may,298.0,2.0,-1,0.0,,no
53.0,technician,,secondary,no,,,,unknown,30.0,,121.0,1.0,-1,,,no
43.0,management,,tertiary,no,2767.0,yes,no,unknown,,,317.0,7.0,-1,0.0,unknown,no
41.0,management,married,,no,,yes,yes,unknown,5.0,,42.0,,-1,,,no
42.0,management,single,secondary,,9720.0,no,no,,5.0,aug,81.0,2.0,-1,0.0,unknown,no
55.0,blue-collar,,secondary,no,,,,cellular,3.0,apr,,,270,3.0,failure,yes
39.0,admin.,divorced,,no,2903.0,,yes,telephone,25.0,jul,259.0,2.0,-1,0.0,unknown,no
30.0,admin.,,,no,,,,,6.0,,121.0,6.0,112,3.0,other,no
,blue-collar,,secondary,no,780.0,,no,cellular,15.0,may,,,-1,0.0,unknown,no
44.0,unemployed,married,tertiary,no,178.0,no,no,cellular,8.0,,,2.0,-1,0.0,,no
58.0,management,,,no,,no,no,cellular,,jul,120.0,4.0,-1,0.0,unknown,no
,retired,married,primary,,285.0,yes,no,cellular,29.0,,136.0,1.0,-1,0.0,unknown,no
,blue-collar,,secondary,no,872.0,yes,no,cellular,17.0,apr,,3.0,-1,0.0,,no
34.0,services,,secondary,no,,,,,17.0,,,2.0,127,3.0,success,yes
,services,,,,,yes,,cellular,23.0,,,2.0,-1,0.0,unknown,no
36.0,blue-collar,married,secondary,no,0.0,no,,unknown,20.0,jun,332.0,3.0,-1,0.0,,no
38.0,blue-collar,,secondary,no,,yes,no,,,may,,,-1,0.0,unknown,no
30.0,admin.,,secondary,no,11.0,yes,no,cellular,,may,157.0,1.0,-1,0.0,,no
47.0,blue-collar,,,yes,-535.0,yes,no,cellular,30.0,jul,,,-1,0.0,unknown,no
41.0,services,divorced,,no,787.0,yes,no,,8.0,may,297.0,,-1,,,no
36.0,management,,tertiary,no,3343.0,no,no,cellular,18.0,,307.0,,-1,0.0,unknown,no
,entrepreneur,,,no,3904.0,no,,telephone,4.0,aug,,,187,,success,yes
23.0,management,single,tertiary,no,,yes,no,cellular,30.0,apr,119.0,1.0,-1,0.0,unknown,no
,management,,,no,1390.0,no,no,,,aug,,,-1,,unknown,no
57.0,retired,married,,no,808.0,no,no,,,,,1.0,-1,,unknown,no
,management,,,no,1147.0,no,no,,,aug,389.0,1.0,64,2.0,success,yes
49.0,services,married,secondary,,,no,,cellular,4.0,aug,143.0,1.0,-1,0.0,unknown,no
50.0,technician,,,,,yes,,unknown,28.0,may,,,-1,,unknown,no
33.0,blue-collar,married,,no,1165.0,yes,,unknown,21.0,may,420.0,,-1,,unknown,no
,services,divorced,,,-905.0,,,unknown,28.0,may,,,-1,,unknown,no
30.0,unemployed,,,no,0.0,,no,cellular,,nov,756.0,,-1,0.0,unknown,no
38.0,technician,,secondary,no,740.0,no,,,,aug,,3.0,-1,0.0,unknown,no
44.0,management,,,no,8262.0,yes,,cellular,,jul,,16.0,-1,0.0,,no
39.0,admin.,,,,,,yes,unknown,13.0,may,19.0,,-1,0.0,unknown,no
45.0,technician,single,unknown,,7108.0,yes,,,,nov,,1.0,172,3.0,failure,no
36.0,blue-collar,married,secondary,no,1049.0,yes,no,,,,224.0,4.0,-1,,,yes
,blue-collar,married,secondary,,0.0,,no,,13.0,may,57.0,,349,,,no
36.0,housemaid,married,,,419.0,yes,no,unknown,,,,,-1,0.0,unknown,no
30.0,management,single,tertiary,no,726.0,yes,,cellular,,apr,39.0,1.0,342,3.0,failure,no
28.0,technician,divorced,tertiary,no,594.0,,yes,unknown,18.0,,54.0,3.0,-1,,,no
26.0,unemployed,married,,no,,yes,,unknown,23.0,,28.0,,-1,,unknown,no
,unknown,married,secondary,,2206.0,no,no,,,,104.0,1.0,99,2.0,other,yes
,admin.,married,,,1988.0,no,no,cellular,,mar,164.0,2.0,130,2.0,failure,yes
32.0,technician,,tertiary,,0.0,,no,cellular,,aug,268.0,2.0,-1,0.0,,no
,admin.,,secondary,no,,,,cellular,,nov,,1.0,-1,,,no
43.0,blue-collar,,,,667.0,yes,,unknown,,,,,-1,0.0,unknown,no
48.0,admin.,,secondary,no,112.0,,,cellular,18.0,aug,139.0,5.0,-1,0.0,unknown,no
57.0,housemaid,married,primary,no,50.0,no,no,,18.0,aug,89.0,3.0,-1,,,no
64.0,housemaid,,primary,no,768.0,no,no,cellular,15.0,,,2.0,182,1.0,success,no
26.0,services,divorced,,no,74.0,,,,23.0,,106.0,6.0,-1,,,no
33.0,blue-collar,,secondary,,661.0,,,,,jul,968.0,,-1,0.0,unknown,yes
,self-employed,,secondary,,,,yes,cellular,,aug,168.0,3.0,-1,0.0,unknown,no
47.0,self-employed,,tertiary,,751.0,no,no,cellular,24.0,jul,408.0,,-1,0.0,unknown,no
39.0,management,single,tertiary,no,416.0,no,no,cellular,,oct,56.0,4.0,-1,0.0,unknown,no
52.0,services,married,primary,no,14.0,,yes,cellular,,jul,55.0,5.0,-1,0.0,unknown,no
31.0,blue-collar,single,,no,-502.0,yes,,,,may,,4.0,-1,0.0,unknown,no
,blue-collar,,primary,,0.0,no,,,,,,5.0,-1,,,no
47.0,technician,,secondary,no,599.0,yes,,cellular,13.0,aug,99.0,,-1,0.0,unknown,no
,management,single,tertiary,,-218.0,yes,no,,27.0,,,15.0,-1,,unknown,no
,technician,single,,no,1012.0,,,cellular,,,178.0,1.0,-1,0.0,unknown,no
36.0,technician,married,secondary,no,300.0,no,,unknown,9.0,jun,287.0,1.0,-1,,,no
46.0,technician,married,tertiary,,217.0,,no,,14.0,may,141.0,1.0,346,2.0,other,no
,management,divorced,,,,no,no,,,nov,127.0,1.0,100,,failure,no
37.0,technician,,secondary,no,0.0,no,no,,4.0,aug,69.0,2.0,-1,0.0,,no
58.0,housemaid,married,,,5278.0,,,unknown,4.0,,,4.0,-1,,unknown,no
,management,married,,no,1831.0,no,no,cellular,17.0,feb,122.0,1.0,92,1.0,,no
28.0,management,married,tertiary,no,,yes,no,cellular,18.0,,143.0,1.0,-1,0.0,,no
48.0,management,married,tertiary,,7289.0,yes,no,cellular,2.0,feb,,,-1,,,no
55.0,blue-collar,,unknown,,1665.0,no,no,telephone,30.0,jul,,,-1,,,no
,blue-collar,,primary,no,,yes,,cellular,15.0,may,151.0,1.0,352,1.0,,no
,management,married,,no,,no,no,cellular,,,40.0,,-1,0.0,,no
35.0,blue-collar,,secondary,no,137.0,,,unknown,4.0,,,1.0,808,12.0,,no
,blue-collar,single,secondary,no,,,,cellular,18.0,jul,,,-1,0.0,,no
43.0,management,single,,,146.0,no,no,cellular,21.0,nov,,,113,,,no
59.0,technician,,secondary,no,,no,,,,apr,,2.0,378,,failure,yes
50.0,blue-collar,divorced,primary,no,,no,,cellular,10.0,jul,,,-1,,unknown,no
